"id","Дата рождения","активность","пол","фамилия","имя","Последняя авторизация","должность","цфо","Дата регистрации","Дата изменения","подразделения","E-Mail","логин","компания","Город проживания"
3605,"",Да,"","","","22.12.2023 16:41:10",Инженер данных,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
3611,"",Да,"","","","10.01.2024 19:32:12",Старший разработчик,DAR,"","",. . . . . Data Platform: Центр компетенций / . . . . . . Data Platform группа #3,"","","",""
3613,"",Да,"","","","12.01.2024 02:28:33",Старший инженер данных,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
3619,"",Да,"","","","29.12.2023 09:07:44",Старший разработчик,DAR,"","",. . . . . . Data Platform группа #2,"","","",""
3629,"",Да,"","","","09.01.2024 17:05:05",Руководитель проектов,DAR,"","",. . . . Центр компетенций по управлению проектами РЖД / PM,"","","",""
3631,"",Да,"","","","19.10.2023 13:24:25",Младший программист,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
3632,"",Нет,"","","","23.09.2022 15:36:21",Разработчик,DAR,"","",. . . . . . Microsoft: Центр компетенций,"","","",""
3633,"",Нет,"","","","20.09.2021 08:59:50",Тестировщик,DAR,"","",. . . . Направление BI,"","","",""
3635,"",Нет,"","","","20.02.2023 15:28:51",Системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
3639,"",Нет,"","","","10.08.2022 15:38:04",Младший программист,DAR,"","",. . . . Направление BI,"","","",""
3640,"",Да,"","","","11.01.2024 16:14:33",Аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3642,"",Да,"","","","04.12.2023 15:28:16",Эксперт-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3649,"",Да,"","","","29.11.2023 13:49:27","","","","",. . . . Направление DWH&ML,"","","",""
3657,"",Да,"","","","10.01.2024 11:33:33",Консультант,DAR,"","",. . . . . . Qlik: Центр компетенций,"","","",""
3662,"",Нет,"","","","04.02.2022 16:13:16",Ведущий разработчик,DAR,"","",. . . . . . Microsoft: Центр компетенций,"","","",""
3665,"",Нет,"","","","08.04.2022 11:06:29",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика общей практики: Центр компетенций,"","","",""
3667,"",Нет,"","","","31.08.2021 09:08:51",Бизнес-аналитик,DAR,"","",. . . . Направление BI,"","","",""
3670,"",Нет,"","","","16.03.2023 14:05:58",Тестировщик,DAR,"","",. . . . . Тестирование DWH / QA: Центр компетенций,"","","",""
3676,"",Нет,"","","","22.05.2023 10:03:01",Аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
3681,"",Нет,"","","","28.09.2023 10:44:16",Разработчик,DAR,"","",. . . . . . Microsoft: Центр компетенций,"","","",""
3683,"",Нет,"","","","06.06.2022 12:33:33",Младший системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
3686,"",Нет,"","","","22.09.2022 14:37:17",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика общей практики: Центр компетенций,"","","",""
3688,"",Нет,"","","","15.09.2021 13:46:29",Консультант,DAR,"","",. . . . . . Qlik: Центр компетенций,"","","",""
3691,"",Да,"","","","18.12.2023 12:45:54",Инженер данных,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
3692,"",Нет,"","","","15.09.2022 12:41:21",Архитектор,DAR,"","",. . . . Направление DWH&ML,"","","",""
3695,"",Да,"","","","11.01.2024 11:26:19",Младший бизнес-аналитик,DAR,"","",. . . . Направление DG&DQ,"","","",""
3697,"",Да,"","","","11.01.2024 10:29:21",Младший консультант,DAR,"","",. . . . Группа технической поддержки РЖД / Support,"","","",""
3703,"",Да,"","","","11.01.2024 15:57:57",Юрисконсульт,DAR,"","",. . . Административно-финансовая служба,"","","",""
3706,"",Нет,"","","","14.03.2022 18:10:36",Младший тестировщик,DAR,"","",. . . . . Тестирование DWH / QA: Центр компетенций,"","","",""
3709,"",Да,"","","","23.11.2023 10:29:47",Младший консультант,DAR,"","",. . . . . . Qlik: Центр компетенций,"","","",""
3710,"",Нет,"","","","26.06.2023 14:28:50",Системный аналитик,DAR,"","",. . . . Направление BI,"","","",""
3713,"",Да,"","","","27.12.2023 11:53:45",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3715,"",Да,"","","","12.01.2024 09:37:57",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3716,"",Нет,"","","","29.08.2022 11:40:13",Координатор проектов,DAR,"","",. . . . Направление BI,"","","",""
3728,"",Да,"","","","27.12.2023 10:19:20",Ведущий разработчик,DAR,"","",. . . . . Data Platform: Центр компетенций / . . . . . . Data Platform группа #2,"","","",""
3729,"",Нет,"","","","09.02.2023 19:10:04",Аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3731,"",Да,"","","","11.01.2024 09:50:09",Старший разработчик,DAR,"","",. . . . . . Data Platform группа #2,"","","",""
3734,"",Да,"","","","09.01.2024 08:56:59",Старший бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3737,"",Нет,"","","","07.12.2021 16:53:50",Бизнес-аналитик,DAR,"","",. . . . Направление BI,"","","",""
3738,"",Да,"","","","09.01.2024 10:23:40",Ведущий разработчик,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
3748,"",Нет,"","","","30.03.2023 17:56:56",Младший системный аналитик,DAR,"","",. . . . Направление BI,"","","",""
3751,"",Да,"","","","09.01.2024 09:32:37",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3756,"",Нет,"","","","07.04.2022 12:59:24",Руководитель проектов,DAR,"","",. . . . Направление BI,"","","",""
3762,"",Да,"","","","27.12.2023 12:24:31",Младший системный аналитик,DAR,"","",. . . . . . Бизнес-аналитика. Общая практика,"","","",""
3769,"",Нет,"","","","02.06.2022 10:09:12",Системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
3774,"",Да,"","","","12.01.2024 09:20:22",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3779,"",Да,"","","","01.11.2023 18:41:10",Разработчик,DAR,"","",. . . . . . Data Platform группа #3,"","","",""
3782,"",Нет,"","","","03.11.2023 14:51:31",Системный аналитик,DAR,"","",. . . . . . Группа СА РЖД,"","","",""
3790,"",Да,"","","","28.12.2023 13:35:38",Старший консультант-разработчик,DAR,"","",. . . . . . Qlik: Центр компетенций,"","","",""
3799,"",Да,"","","","10.01.2024 14:43:10",Разработчик,DAR,"","",. . . . . . Data Platform группа #2,"","","",""
3800,"",Да,"","","","09.01.2024 08:54:30",Разработчик,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
3811,"",Да,"","","","11.01.2024 09:58:31",Руководитель проектов,DAR,"","",. . . . Центр компетенций по управлению проектами РЖД / PM,"","","",""
3815,"",Нет,"","","","26.11.2021 15:36:21",Системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
3817,"",Да,"","","","29.12.2023 13:59:36",Разработчик,DAR,"","",. . . . . . Microsoft: Центр компетенций,"","","",""
3822,"",Да,"","","","03.11.2023 14:53:57",Консультант,DAR,"","",. . . . . . Qlik: Центр компетенций,"","","",""
3824,"",Да,"","","","11.01.2024 16:43:20",Менеджер по работе с договорами,DAR,"","",. . . . . Группа управления проектами,"","","",""
3826,"",Да,"","","","11.01.2024 09:25:16",Разработчик,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
3827,"",Да,"","","","10.01.2024 14:40:49",Старший бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3832,"",Да,"","","","29.12.2023 15:27:38",Консультант,DAR,"","",. . . . . . Qlik: Центр компетенций,"","","",""
3833,"",Нет,"","","","24.03.2023 12:37:48",Руководитель проектов,DAR,"","",. . . . Направление DWH&ML,"","","",""
3838,"",Да,"","","","16.10.2023 10:52:38",Разработчик,DAR,"","",. . . . . . Microsoft: Центр компетенций,"","","",""
4462,"",Да,"","","","",Ведущий разработчик,"","","",. . . . A2 Consulting,"","","",""
3841,"",Да,"","","","11.01.2024 10:14:46",Системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
3843,"",Да,"","","","10.01.2024 16:15:45",Системный аналитик,DAR,"","",. . . . . . Группа СА РЖД,"","","",""
3845,"",Нет,"","","","03.11.2022 16:33:40",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3854,"",Да,"","","","12.01.2024 09:16:58",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика. Общая практика,"","","",""
3860,"",Да,"","","","27.12.2023 10:50:55",Младший консультант,DAR,"","",. . . . . . Qlik: Центр компетенций,"","","",""
3876,"",Да,"","","","26.11.2023 23:42:41",Аналитик технической поддержки,DAR,"","",. . . . Группа технической поддержки РЖД / Support,"","","",""
3877,"",Да,"","","","11.12.2023 17:42:54",Системный аналитик,DAR,"","",. . . . . . Группа СА РЖД,"","","",""
3909,"",Да,"","","","11.01.2024 10:53:24",Старший руководитель проектов,DAR,"","",. . . . . Группа Центров Компетенций 2,"","","",""
3916,"",Да,"","","","11.01.2024 12:56:57",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3921,"",Да,"","","","11.01.2024 11:43:56",Ассистент,DAR,"","",. . . Административно-финансовая служба,"","","",""
3933,"",Нет,"","","","28.02.2023 11:03:20",Младший тестировщик,DAR,"","",. . . . . Тестирование DWH / QA: Центр компетенций,"","","",""
3936,"",Да,"","","","14.12.2023 16:53:19",Системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
3943,"",Да,"","","","28.12.2023 11:41:22",Ведущий системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
3955,"",Да,"","","","10.01.2024 19:12:55",Старший бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
3958,"",Да,"","","","27.12.2023 16:13:57",Старший инженер по тестированию,DAR,"","",. . . . . Тестирование DWH / QA: Центр компетенций,"","","",""
3964,"",Да,"","","","22.08.2023 08:25:46",Технический писатель,DAR,"","",. . . . . Группа Центров Компетенций 2,"","","",""
3967,"",Нет,"","","","07.04.2023 09:30:05",Менеджер по развитию бизнеса,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
3971,"",Да,"","","","09.01.2024 17:20:43",Эксперт,DAR,"","",. . . . . Data Platform: Центр компетенций / . . . . . . Data Platform группа #5,"","","",""
3980,"",Да,"","","","09.01.2024 13:17:54",Старший разработчик,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
3984,"",Да,"","","","08.12.2023 17:46:47",Разработчик,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
3986,"",Нет,"","","","05.07.2023 21:52:51",Директор по работе с клиентами,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
3991,"",Да,"","","","03.11.2023 16:35:14",Разработчик систем бизнес-аналитики,DAR,"","",. . . . . . Data Platform группа #2,"","","",""
4015,"",Да,"","","","11.01.2024 13:00:10",Разработчик,DAR,"","",. . . . . . Data Platform группа #5,"","","",""
4020,"",Нет,"","","","12.09.2022 09:32:34",Бизнес-консультант,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4026,"",Да,"","","","07.11.2023 09:25:24",Разработчик,DAR,"","",. . . . . . Data Platform группа #1,"","","",""
4028,"",Нет,"","","","16.05.2023 14:43:13",Системный инженер,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
4031,"",Да,"","","","10.01.2024 18:15:19",Архитектор решений,DAR,"","",. . . . Направление DWH&ML / . . . . . Data Platform: Центр компетенций,"","","",""
4034,"",Нет,"","","","11.10.2023 21:20:46",Старший руководитель проектов,DAR,"","",. . . . Центр компетенций по управлению проектами РЖД / PM,"","","",""
4036,"",Да,"","","","11.01.2024 11:23:34",Младший разработчик,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4037,"",Да,"","","","09.01.2024 18:07:17",Разработчик,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4048,"",Да,"","","","08.01.2024 00:40:00",Руководитель группы разработки,DAR,"","",. . . . . Data Platform: Центр компетенций / . . . . . . Data Platform группа #6,"","","",""
4049,"",Да,"","","","27.12.2023 09:59:21",Системный аналитик,DAR,"","",. . . . Направление DG&DQ,"","","",""
4054,"",Да,"","","","10.01.2024 13:45:41",Старший бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика. Общая практика,"","","",""
4057,"",Да,"","","","27.12.2023 14:12:36",Руководитель группы разработки,DAR,"","",. . . . Направление DWH&ML,"","","",""
4063,"",Да,"","","","14.11.2023 11:30:40",Руководитель группы разработки,DAR,"","",. . . . . . Microsoft: Центр компетенций,"","","",""
4071,"",Да,"","","","10.01.2024 13:36:02",Руководитель проектов,DAR,"","",. . . . . Группа управления проектами,"","","",""
4078,"",Нет,"","","","31.07.2023 14:28:47",Младший системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
4079,"",Нет,"","","","19.08.2022 10:24:22",Младший руководитель проектов,DAR,"","",. . . . Направление DWH&ML,"","","",""
4082,"",Нет,"","","","30.07.2023 15:17:00",старший системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
4090,"",Нет,"","","","27.10.2022 10:47:31",Руководитель проектов,DAR,"","",. . . . Направление BI,"","","",""
4267,"",Да,"","","","11.01.2024 09:48:59",Пресейл-аналитик,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4096,"",Да,"","","","28.12.2023 17:06:27",Старший архитектор,DAR,"","",. . . . . Data Platform: Центр компетенций / . . . . . . Data Platform группа #4,"","","",""
4098,"",Да,"","","","27.12.2023 22:14:11",Разработчик,DAR,"","",. . . . . . Data Platform группа #1,"","","",""
4104,"",Нет,"","","","07.11.2023 22:14:36",Технический писатель,DAR,"","",. . . . Направление BI,"","","",""
4109,"",Да,"","","","11.01.2024 14:57:43",Младший бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
4110,"",Нет,"","","","04.08.2023 09:41:54",Разработчик,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
4111,"",Нет,"","","","12.07.2023 12:11:16",Менеджер по развитию бизнеса,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4112,"",Да,"","","","10.01.2024 21:59:16",Руководитель проектов,DAR,"","",. . . . . Группа Центров Компетенций 2,"","","",""
4113,"",Да,"","","","29.12.2023 10:48:06",Ведущий системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4116,"",Да,"","","","27.12.2023 10:02:25",Архитектор,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4117,"",Да,"","","","12.01.2024 08:20:29",Разработчик,DAR,"","",. . . . . . Data Platform группа #5,"","","",""
4139,"",Нет,"","","","28.07.2023 09:44:08",Системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
4145,"",Нет,"","","","26.04.2023 16:41:07",Системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
4148,"",Да,"","","","29.12.2023 13:51:04",Старший аналитик,DAR,"","",. . . . . . Бизнес-аналитика. Общая практика,"","","",""
4149,"",Да,"","","","16.10.2023 15:57:53",Руководитель проектов,DAR,"","",. . . . . Группа управления проектами,"","","",""
4150,"",Нет,"","","","27.04.2023 18:03:00",Младший разработчик,DAR,"","",. . . . Направление BI,"","","",""
4155,"",Да,"","","","10.01.2024 14:14:47",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
4161,"",Да,"","","","09.01.2024 17:52:31",Ведущий разработчик,DAR,"","",. . . . . . Data Platform группа #5,"","","",""
4162,"",Да,"","","","21.12.2023 07:29:45",Аналитик,DAR,"","",. . . . Группа технической поддержки РЖД / Support,"","","",""
4163,"",Нет,"","","","29.12.2022 17:43:33",Ведущий разработчик,DAR,"","",. . . . Направление DWH&ML,"","","",""
4168,"",Нет,"","","","01.06.2023 23:04:54",Бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
4176,"",Да,"","","","10.01.2024 15:27:11",Руководитель группы разработок,DAR,"","",. . . . . Data Platform: Центр компетенций / . . . . . . Data Platform группа #1,"","","",""
4177,"",Нет,"","","","17.05.2023 16:52:59",Инженер автоматизации технологических процессов,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4178,"",Да,"","","","09.11.2023 23:37:13",Разработчик,DAR,"","",. . . . . . Data Platform группа #1,"","","",""
4187,"",Да,"","","","22.12.2023 19:00:22",Бизнес-аналитик,DAR,"","",. . . . Направление DG&DQ,"","","",""
4188,"",Да,"","","","28.12.2023 17:03:01",Системный аналитик,DAR,"","",. . . . . . Группа СА РЖД,"","","",""
4198,"",Да,"","","","12.01.2024 10:45:33",Разработчик систем бизнес-аналитики,DAR,"","",. . . . . . Data Platform группа #1,"","","",""
4201,"",Нет,"","","","16.05.2023 09:37:28",Архитектор решений,DAR,"","",. . . . Направление DWH&ML,"","","",""
4210,"",Да,"","","","10.01.2024 16:52:40",Разработчик хранилищ,DAR,"","",. . . . . . Data Platform группа #1,"","","",""
4217,"",Да,"","","","26.12.2023 15:02:15",старший системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4218,"",Да,"","","","14.12.2023 13:30:58",Специалист,DAR,"","",. . . Административно-финансовая служба,"","","",""
4219,"",Да,"","","","27.12.2023 12:21:39",Старший разработчик,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4220,"",Нет,"","","","24.05.2023 09:15:45",Бизнес-аналитик,DAR,"","",. . . . Направление BI,"","","",""
4222,"",Да,"","","","26.12.2023 11:31:17",Разработчик,DAR,"","",. . . . . . Data Platform группа #4,"","","",""
4227,"",Нет,"","","","13.04.2023 21:32:06",Менеджер по развитию бизнеса,DAR,"","",. . . . SoDa,"","","",""
4228,"",Да,"","","","28.12.2023 11:23:44",Системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4240,"",Да,"","","","12.01.2024 09:28:32",Пресейл-аналитик,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4247,"",Да,"","","","30.11.2023 15:23:08",Ведущий разработчик,"","","",. . . . A2 Consulting,"","","",""
4249,"",Да,"","","","15.12.2023 13:04:00",Cтарший менеджер,"","","",. . . . A2 Consulting,"","","",""
4250,"",Да,"","","","18.09.2023 15:32:48",Руководитель группы продаж,"","","",. . . . A2 Consulting,"","","",""
4251,"",Да,"","","","03.11.2023 15:07:34",Юрист,"","","",. . . . A2 Consulting,"","","",""
4252,"",Да,"","","","05.12.2023 12:25:27",Финансовый специалист,"","","",. . . . A2 Consulting,"","","",""
4253,"",Да,"","","","03.10.2023 15:57:34",Руководитель центра компетенций,"","","",. . . . A2 Consulting,"","","",""
4254,"",Да,"","","","09.10.2023 11:33:59",Руководитель проектов,"","","",. . . . A2 Consulting,"","","",""
4255,"",Да,"","","","17.02.2023 11:56:53",Руководитель группы разработки DWH,"","","",. . . . A2 Consulting,"","","",""
4263,"",Нет,"","","","06.03.2023 14:02:09",Директор по работе с клиентами,DAR,"","",. . . Направление СКИМ,"","","",""
4460,"",Да,"","","","",Специалист по работе с клиентами,"","","",. . . . A2 Consulting,"","","",""
4272,"",Да,"","","","11.01.2024 12:06:29",Руководитель проектов,DAR,"","",. . . . Центр компетенций по управлению проектами РЖД / PM,"","","",""
4303,"",Да,"","","","09.01.2024 11:04:54",Архитектор решений,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
4316,"",Да,"","","","11.01.2024 11:35:02",Руководитель проектов,DAR,"","",. . . . Центр компетенций по управлению проектами РЖД / PM,"","","",""
4322,"",Нет,"","","","17.05.2023 09:43:04",Старший инженер по тестированию,DAR,"","",. . . . . Тестирование DWH / QA: Центр компетенций,"","","",""
4342,"",Да,"","","","12.01.2024 08:05:07",Руководитель команды тестирования,DAR,"","",. . . . . Тестирование DWH / QA: Центр компетенций,"","","",""
4346,"",Да,"","","","05.01.2024 04:07:49",Директор по развитию бизнеса,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4347,"",Да,"","","","10.01.2024 11:22:46",Системный аналитик,DAR,"","",. . . . . . Группа СА РЖД,"","","",""
4348,"",Да,"","","","22.12.2023 12:02:14",Административный менеджер,DAR,"","",. . . Административно-финансовая служба,"","","",""
4354,"",Нет,"","","","19.06.2023 19:20:32",Системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
4356,"",Да,"","","","10.01.2024 12:38:51",Младший разработчик,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4361,"",Да,"","","","29.12.2023 11:04:08",Старший архитектор решений,DAR,"","",. . . Направление СКИМ,"","","",""
4377,"",Да,"","","","25.12.2023 16:27:47",Специалист по машинному обучению,DAR,"","",. . . . Направление DWH&ML,"","","",""
4378,"",Да,"","","","11.01.2024 13:58:10",Разработчик,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4382,"",Да,"","","","06.01.2024 15:54:42",Младший бизнес-аналитик,DAR,"","",. . . . . . Бизнес-аналитика по работе с гос.компаниями: Центр компетенций,"","","",""
4387,"",Нет,"","","","04.08.2023 10:35:40",Руководитель проектов,DAR,"","",. . . . Центр компетенций по управлению проектами РЖД / PM,"","","",""
4388,"",Да,"","","","12.12.2023 13:51:55",Инженер данных,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
4392,"",Да,"","","","10.01.2024 17:17:48",Руководитель команды системных аналитиков,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4395,"",Да,"","","","12.01.2024 09:43:24",Ведущий разработчик,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
4399,"",Да,"","","","09.01.2024 09:22:09",старший системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4402,"",Да,"","","","18.12.2023 22:05:30",Инженер данных,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
4407,"",Нет,"","","","26.07.2023 12:40:09",старший системный аналитик,DAR,"","",. . . . Направление DWH&ML,"","","",""
4409,"",Да,"","","","11.01.2024 14:05:34",Разработчик,DAR,"","",. . . . . . . Microsoft BI,"","","",""
4417,"",Да,"","","","03.01.2024 12:05:03",Технический лидер,DAR,"","",. . . . . . Импортозамещенные технологии BI: Центр компетенций,"","","",""
4426,"",Нет,"","","","19.12.2023 15:46:32",Менеджер по продажам,DAR,"","",". . . Sales, Marketing & Business Development / SMBD","","","",""
4428,"",Да,"","","","26.12.2023 08:39:18",-,"","","",. . . . Направление DG&DQ,"","","",""
4429,"",Да,"","","","03.11.2023 16:52:40",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4430,"",Да,"","","","29.08.2023 09:06:10",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4431,"",Да,"","","","18.12.2023 15:34:22",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4432,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4433,"",Да,"","","","",Специалист по работе с клиентами,"","","",. . . . A2 Consulting,"","","",""
4434,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4435,"",Да,"","","","",Бизнес-аналитик,"","","",. . . . A2 Consulting,"","","",""
4436,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4437,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4438,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4439,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4440,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4441,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4442,"",Да,"","","","",Системный администратор,"","","",. . . . A2 Consulting,"","","",""
4443,"",Да,"","","","",Бизнес-аналитик,"","","",. . . . A2 Consulting,"","","",""
4444,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4445,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4446,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4447,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4448,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4449,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4450,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4451,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4452,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4453,"",Да,"","","","",Руководитель проектов,"","","",. . . . A2 Consulting,"","","",""
4454,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4455,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4456,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4457,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4458,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4459,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4463,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4464,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4465,"",Да,"","","","",Бизнес-аналитик,"","","",. . . . A2 Consulting,"","","",""
4466,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4467,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4468,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4469,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4470,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4471,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4474,"",Да,"","","","",Руководитель центра компетенций,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4476,"",Да,"","","","",Разработчик,"","","",. . . . A2 Consulting,"","","",""
4477,"",Да,"","","","",Консультант BI,"","","",. . . . A2 Consulting,"","","",""
4478,"",Нет,"","","","",Системный аналитик,DAR,"","",. . . . . Системная Аналитика: Центр компетенций,"","","",""
4479,"",Да,"","","","",Сотрудник,"","","",. . . . A2 Consulting,"","","",""
4482,"",Да,"","","","",Инженер технической поддержки,DAR,"","",. . . . Группа технической поддержки РЖД / Support,"","","",""
4486,"",Да,"","","","",Старший аналитик,DAR,"","",. . . . Направление DG&DQ,"","","",""
4489,"",Да,"","","","",Инженер данных,DAR,"","",. . . . . Data Platform: Центр компетенций,"","","",""
