"название","активность","Сорт.","Дата изм.","id"
Novice,Да,100,"30.10.2023 11:42:13",115637
Junior,Да,200,"30.10.2023 11:42:13",115638
Middle,Да,300,"30.10.2023 11:42:13",115639
Senior,Да,400,"30.10.2023 11:42:13",115640
Expert,Да,500,"30.10.2023 11:42:13",115641
Использовал на проекте,Да,600,"30.10.2023 11:42:13",283045
