"название","активность","Сорт.","Дата изм.","id"
Microsoft Visual Studio,Да,500,"21.10.2020 13:17:53",115690
NetBeans,Да,500,"21.10.2020 13:17:53",115691
Eclipse,Да,500,"21.10.2020 13:17:53",115692
PyCharm,Да,500,"21.10.2020 13:17:53",115693
IntelliJ IDEA,Да,500,"21.10.2020 13:17:53",115694
Другое,Да,500,"21.10.2020 13:17:53",115695
