"User ID","активность","Сорт.","Дата изм.","id","Год сертификата","Наименование сертификата","Организация, выдавшая сертификат"
1024,Да,500,"16.08.2022 12:09:16",235860,2012,"SAP BusinessObject (версии SAP BO BI Platform 4.0, SAP Dashboard Design, SAP BO DataServices 4.0)",Информационно-сервисный центр «SAP СНГ»
1024,Да,500,"16.08.2022 12:09:16",235861,2012,"Reporting Essentials, Project Design, Advanced Reporting, Intelligence Server, Dashboards",MicroStrategy Inc.
3011,Да,500,"16.08.2022 11:35:31",235812,2019,Программа повышения квалификации «Администратор баз данных PostgreSQL»,Учебный центр при МГТУ имени Баумана Специалист.ru
3011,Да,500,"16.08.2022 11:35:31",235813,2019,MongoDB Certified DBA Associate,MongoDB University
3011,Да,500,"16.08.2022 11:35:31",235814,2019,Администратор PostgreSQL 10 - ПРОФЕССИОНАЛ,Postgres Professional
111,Да,500,"16.08.2022 11:01:51",235782,2009,On-line сертификация Oracle,Hyperion Financial Performance Management Sales Champion
111,Да,500,"16.08.2022 11:01:51",235783,2012,Oracle Hyperion Planning 11 Certified Implementation Specialist,""
111,Да,500,"16.08.2022 11:01:51",235784,2014,PME – Project Management Expert,""
1503,Да,500,"16.08.2022 10:20:58",235747,2019,Luxoft Training «Деловая игра по сбору и анализу требований»,""
319,Да,500,"15.08.2022 14:40:52",235567,2014,Oracle Hyperion Planning 11 Certified Implementation Specialist,""
319,Да,500,"15.08.2022 14:40:52",235568,2015,Enterprise Performance Reporting 2016 Cloud Service Specialist,""
319,Да,500,"15.08.2022 14:40:52",235569,2015,Oracle Planning and Budgeting 2015 Cloud Service Specialist,""
319,Да,500,"15.08.2022 14:40:52",235570,2018,Qlikview System Administration (QV12SA),""
319,Да,500,"15.08.2022 14:40:52",235571,2019,Qlik Sense System Administrator QSSA,""
1063,Да,500,"15.08.2022 13:32:11",235534,2016,"SAS Information Map, Training Center SAS Institute",""
1063,Да,500,"15.08.2022 13:32:11",235535,2019,Стратоплан. Формулы управления проектами и работы с людьми,""
1072,Да,500,"15.08.2022 12:52:32",235488,2017,SAS Certified Visual Business Analyst: Exploration and Design Using SAS Visual Analytics,""
382,Да,500,"15.08.2022 11:58:54",235437,2006,Принципы разработки и внедрения системы менеджмента качества на предприятии на основе стандартов семейства ИСО 9000,""
382,Да,500,"15.08.2022 11:58:54",235438,2011,"Microsoft, Busines Intelligence Developer 2008",""
382,Да,500,"15.08.2022 11:58:54",235439,2015,QlikView Developer,""
382,Да,500,"15.08.2022 11:58:54",235440,2015,QlikView Designer,""
275,Да,500,"15.08.2022 10:58:28",235395,2015,CIMA Diploma in Performance Management in Russia / Диплом CIMA «Управление эффективностью бизнеса» на русском языке,""
771,Да,500,"15.08.2022 10:12:50",235356,2014,Коммуникативные инструменты менеджера: Публичная речь,""
771,Да,500,"15.08.2022 10:12:50",235357,2014,SAP BO Web Intelligence 4.0,""
771,Да,500,"15.08.2022 10:12:50",235358,2015,IBM SPSS Modeler Data Analysis,""
771,Да,500,"15.08.2022 10:12:50",235359,2015,QlikView Developer & Designer,""
3632,Да,500,"04.08.2022 10:15:16",233366,2021,DA-100 Microsoft Certified: Data Analyst Associate,""
1076,Да,500,"02.08.2022 12:06:05",233156,2018,SAS Platform Administration: Getting Started,""
1076,Да,500,"02.08.2022 12:06:05",233157,2018,SAS® Enterprise Guide® 1: Querying and Reporting,""
1076,Да,500,"02.08.2022 12:06:05",233158,2018,SAS® Programming 1: Essentials,""
3610,Да,500,"01.08.2022 16:26:50",233060,2022,ППП Реклама и маркетинг,"МГУ им.Ломоносова, Факултет Журналистики"
1601,Да,500,"28.07.2022 13:39:12",232788,2012,"Luxoft Training «Оценка, планирование и контроль исполнения проекта»",""
1601,Да,500,"28.07.2022 13:39:12",232789,2014,Luxoft Training «Проектирование и аудит пользовательских интерфейсов. Принципы создания пользовательских интерфейсов. Проектирование интерфейсов web-приложений»,""
3439,Да,500,"28.07.2022 13:30:23",232784,2018,"BABOK v4: выявление и взаимодействие, Luxoft",""
3439,Да,500,"28.07.2022 13:30:23",232785,2020,Базы данных (Databases),""
982,Да,500,"28.07.2022 12:23:50",232750,2019,Qlik Sense Business Analyst,""
3573,Да,500,"28.07.2022 12:13:15",232742,2007,Основы IT Infrastructure Library (ITIL),IT Expert
3573,Да,500,"28.07.2022 12:13:15",232743,2012,Oracle PL/SQL,Центр сертификации «RetraTech»
3573,Да,500,"28.07.2022 12:13:15",232744,2012,Java 1.5,Центр сертификации «RetraTech»
3573,Да,500,"28.07.2022 12:13:15",232745,2020,Сертифицированный администратор баз и хранилищ данных на SQL 2014. MCSA.,Центр компьютерного обучения «Специалист» Учебно-научного центра при МГТУ им Н.Э. Баумана
1117,Да,500,"27.07.2022 13:20:05",232593,2019,Docker Essentials: A developer introduction,IBM Cognitive Class
1117,Да,500,"27.07.2022 13:20:05",232594,2020,Azure Solutions Architect Expert,Microsoft
1117,Да,500,"27.07.2022 13:20:05",232595,2020,MapReduce and YARN,IBM Cognitive Class
1117,Да,500,"27.07.2022 13:20:05",232596,2020,Simplifying data pipelines with Apache Kafka,IBM Cognitive Class
1117,Да,500,"27.07.2022 13:20:05",232597,2020,Moving Data into Hadoop,IBM Cognitive Class
1117,Да,500,"27.07.2022 13:20:05",232598,2020,Spark MLlIB,IBM Cognitive Class
1117,Да,500,"27.07.2022 13:20:05",232599,2020,"Spark Fundamentals I, II",IBM Cognitive Class
1117,Да,500,"27.07.2022 13:20:05",232600,2020,Accessing Hadoop Data Using Hive,IBM Cognitive Class
1117,Да,500,"27.07.2022 13:20:05",232601,2021,Arenadata Certified Specialist,Arenadata DB для разработчиков
1117,Да,500,"27.07.2022 13:20:05",232602,2021,Kubernetes for absolute beginners,KodeKloud
1117,Да,500,"27.07.2022 13:20:05",232603,2021,Certified Kubernetes Application Developer (CKAD),LinuxFoundation
1117,Да,500,"27.07.2022 13:20:04",232587,2016,Machine learning (A.Ng),Coursera
1117,Да,500,"27.07.2022 13:20:04",232589,2016,Mining massive datasets,Coursera
1117,Да,500,"27.07.2022 13:20:04",232590,2018,Data management and analytics,Microsoft
1117,Да,500,"27.07.2022 13:20:04",232591,2018,Data engineering with Azure,Microsoft
1117,Да,500,"27.07.2022 13:20:04",232592,2019,Azure Data Scientist Associate,Microsoft
3765,Да,500,"19.07.2022 10:31:17",231632,2021,Администратор. Базовый,""
3765,Да,500,"19.07.2022 10:31:17",231634,2021,Администратор. Бизнес,""
3765,Да,500,"19.07.2022 10:31:17",231635,2021,Администратор. Модули,""
3470,Да,500,"30.05.2022 18:39:26",201104,2020,Веб разработка для начинающих: HTML + CSS,Stepik.org
3470,Да,500,"30.05.2022 18:39:26",201105,2019,JavaScript для начинающих,Stepik.org
3470,Да,500,"30.05.2022 18:39:26",225365,2020,Базовый веб-дизайн,Школа интернет технологий «Epic Skills»
3470,Да,500,"30.05.2022 18:39:26",225366,2014,Английский язык (Intermediate B1-2),Образовательный центр «English First»
2739,Да,500,"30.05.2022 18:20:47",225351,2021,Специалист по Data Science,"Яндекс.Практикум (АНО ДПО ""ШАД"")"
3219,Да,500,"04.05.2022 10:32:05",222429,2020,Моделирование и автоматизация бизнес-процессов,Владимир Репин
3365,Да,500,"28.04.2022 13:25:23",222103,2021,Основы управления цепями поставок,SCM Академия
462,Да,500,"12.04.2022 12:50:26",219954,2021,Huawei Certified ICT Expert,Huawei
462,Да,500,"12.04.2022 12:50:26",219955,2020,Certified PRIMERGY Maintenance Engineer (CPME),Fujitsu
462,Да,500,"12.04.2022 12:50:26",219956,2019,HCIA-Cloud Computing,Huawei
462,Да,500,"12.04.2022 12:50:26",219957,2018,NCSR Level 2 Certification,Nutanix
462,Да,500,"12.04.2022 12:50:26",219958,2020,SELECT Expert Data Protection,Fujitsu
462,Да,500,"12.04.2022 12:50:26",219959,2020,SELECT Expert Servers,Fujitsu
462,Да,500,"12.04.2022 12:50:26",219960,2020,SELECT Expert Virtual Client Computing,Fujitsu
462,Да,500,"12.04.2022 12:50:26",219961,2014,Cloud and Smarter Infrastructure Storage Sales Professional v5,IBM
462,Да,500,"12.04.2022 12:50:26",219962,2014,IBM Certified Sales Specialist - Power Systems with POWER7 and AIX,IBM
31,Да,500,"06.04.2022 10:34:14",219224,2010,Microsoft Dynamics AX Financials,""
31,Да,500,"06.04.2022 10:34:14",219225,2010,Managing Microsoft Dynamics Implementations,""
31,Да,500,"06.04.2022 10:34:14",219226,2009,PME (Project Management Expert),""
31,Да,500,"06.04.2022 10:34:14",219227,2007,Microsoft Dynamics AX Production,""
31,Да,500,"06.04.2022 10:34:14",219228,2007,Microsoft Dynamics AX Financials,""
31,Да,500,"06.04.2022 10:34:14",219229,2007,Microsoft Dynamics AX Projects,""
31,Да,500,"06.04.2022 10:34:14",219230,2007,Microsoft Dynamics AX General Application Test,""
31,Да,500,"06.04.2022 10:34:14",219231,2007,"TTT (Train-the-Trainer), сертификация профессиональных тренеров Microsoft",""
31,Да,500,"06.04.2022 10:34:14",219232,2005,Microsoft Dynamics AX Trade & Logistics,""
760,Да,500,"06.04.2022 10:31:21",219195,2014,"1С Профессионал",""
760,Да,500,"06.04.2022 10:31:21",219196,2014,"1С: БИТ.ФИНАНС Профессионал",""
194,Да,500,"06.04.2022 10:28:28",219165,2019,Tracelink Service Partner Certification,""
272,Да,500,"06.04.2022 10:27:31",219145,2015,Microsoft Dynamics AX Trade & Logistics,""
272,Да,500,"06.04.2022 10:27:31",219146,2015,Microsoft Dynamics AX Financials,""
130,Да,500,"06.04.2022 10:24:10",219100,2015,Microsoft Dynamics AX Development Introduction,""
130,Да,500,"06.04.2022 10:24:10",219101,2015,Microsoft Dynamics AX Installation & Configuration,""
130,Да,500,"06.04.2022 10:24:10",219102,2015,"462/Administering Microsoft SQL Server Database",""
130,Да,500,"06.04.2022 10:24:10",219103,2010,Microsoft Dynamics AX Development Introduction,""
130,Да,500,"06.04.2022 10:24:10",219104,2010,Microsoft Dynamics NAV C/SIDE Solution Development,""
130,Да,500,"06.04.2022 10:24:10",219105,2010,Microsoft Dynamics NAV Installation & Configuration,""
393,Да,500,"06.04.2022 10:22:52",219073,2019,"Development, Extensions and Deployment for Microsoft Dynamics 365 for Finance and Operations",""
393,Да,500,"06.04.2022 10:22:52",219074,2015,Microsoft Dynamics AX 2012 R3 CU8 Development Introduction,""
393,Да,500,"06.04.2022 10:22:52",219075,2011,PRO: Designing and Developing Windows Applications using Microsoft .NET Framework 3.5,""
393,Да,500,"06.04.2022 10:22:52",219076,2010,Microsoft Dynamics AX 2009 MorphX Solution Development,""
942,Да,500,"06.04.2022 10:21:29",219030,2010,Microsoft Dynamics AX Development Introduction,""
942,Да,500,"06.04.2022 10:21:29",219031,2010,Microsoft Dynamics NAV Installation & Configuration,""
942,Да,500,"06.04.2022 10:21:29",219032,2009,Microsoft Dynamics NAV Installation & Configuration,""
39,Да,500,"06.04.2022 10:20:23",219007,2010,Microsoft Dynamics AX Development Introduction,""
39,Да,500,"06.04.2022 10:20:23",219008,2010,Microsoft Dynamics AX Installation & Configuration,""
39,Да,500,"06.04.2022 10:20:23",219009,2009,Microsoft Dynamics AX MorphX Solution Development,""
39,Да,500,"06.04.2022 10:20:23",219010,2008,Внедрение базы данных в Microsoft SQL Server,""
39,Да,500,"06.04.2022 10:20:23",219011,2008,Обслуживание базы данных Microsoft SQL Server,""
39,Да,500,"06.04.2022 10:20:23",219012,2006,Microsoft Dynamics AX Programming,""
2779,Да,500,"06.04.2022 10:17:57",218978,2015,Профессионал по технологическим вопросам платформы 1С,""
2779,Да,500,"06.04.2022 10:17:57",218979,2011,"1С: Специалист-консультант по внедрению прикладного решения «1С:Управление торговлей 8»",""
2779,Да,500,"06.04.2022 10:17:57",218980,2011,"1С: Специалист по конфигурированию и внедрению подсистем расчета зарплаты и управления персоналом в прикладных решениях «1С:Предприятие 8»",""
600,Да,500,"06.04.2022 10:17:07",218949,2015,Diploma in International Financial Reporting Диплом по Международной Финансовой Отчетности (ДипИФР на русском языке),""
600,Да,500,"06.04.2022 10:17:07",218950,2013,Microsoft Dynamics AX Financials,""
600,Да,500,"06.04.2022 10:17:07",218951,2011,"1С: Специалист-консультант по внедрению прикладного решения ""1С: Бухгалтерия 8""",""
600,Да,500,"06.04.2022 10:17:07",218952,2011,"Преподаватель курса ЦСО по использованию прикладного решения ""1С: Бухгалтерия 8""",""
1176,Да,500,"06.04.2022 10:14:32",218881,2017,"Профессионал по конфигурации 1С ""ERP"" финансовый учет",""
1176,Да,500,"06.04.2022 10:14:32",218882,2017,"Профессионал по конфигурации 1С ""ERP"" МСФО",""
1176,Да,500,"06.04.2022 10:14:32",218883,2011,"Сертификат преподавателя по конфигурации 1С ""Зарплата и управление персоналом 8""",""
1176,Да,500,"06.04.2022 10:14:32",218884,2010,"Сертификат преподавателя по конфигурации 1С ""Бухгалтерия предприятия 8""",""
1176,Да,500,"06.04.2022 10:14:32",218885,2009,"Специалист по конфигурации 1С ""Бухгалтерия предприятия 8""",""
1176,Да,500,"06.04.2022 10:14:32",218886,2004,Сертификат профессионального бухгалтера,""
411,Да,500,"06.04.2022 10:13:48",218869,2010,Microsoft Dynamics AX Enterprise Portal Development,""
411,Да,500,"06.04.2022 10:13:48",218870,2002,Microsoft Dynamics AX General Application Test,""
3053,Да,500,"06.04.2022 10:13:14",218843,2015,"1С:Профессионал. ERP Управление предприятием 2",""
3053,Да,500,"06.04.2022 10:13:14",218844,2012,"1С:Специалист. Бухгалтерия 8",""
3053,Да,500,"06.04.2022 10:13:14",218845,2012,"1С:Специалист-консультант. Бухгалтерия 8",""
3053,Да,500,"06.04.2022 10:13:14",218846,2008,"1С:Профессионал. Зарплата и управление персоналом 8",""
3053,Да,500,"06.04.2022 10:13:14",218847,2008,"1С:Профессионал. Управление производственным предприятием 8",""
3053,Да,500,"06.04.2022 10:13:14",218848,2007,"1С:Профессионал. Бухгалтерия 8",""
3053,Да,500,"06.04.2022 10:13:14",218849,2004,"1С:Профессионал. Управление торговлей 8",""
3053,Да,500,"06.04.2022 10:13:14",218850,2004,"1С:Специалист. Управление торговлей 8",""
3053,Да,500,"06.04.2022 10:13:14",218851,2004,"1С:Специалист. Платформа 1С:Предприятие 8",""
3053,Да,500,"06.04.2022 10:13:14",218852,2004,"1С:Профессионал. Платформа 1С:Предприятие 8",""
3053,Да,500,"06.04.2022 10:13:13",218842,2016,"1С:Специалист-консультант по внедрению подсистем управленческого учета в 1С:ERP 2",""
495,Да,500,"06.04.2022 10:12:03",218829,2016,«1С:Профессионал» по технологическим вопросам,""
495,Да,500,"06.04.2022 10:12:03",218830,2014,"1С:Профессионал. Платформа 1С:Предприятие 8.2",""
904,Да,500,"06.04.2022 10:08:50",218788,2015,"""Специалист-консультант по ЗУП 3.0""",""
468,Да,500,"06.04.2022 10:08:17",218760,2016,"1С:ERP 2.0 по внедрению подсистем управленческого учета (1C:Специалист-консультант, №CS16147 выдан 26.02.2016)",""
468,Да,500,"06.04.2022 10:08:17",218761,2015,"1С:ERP 2.0 (1C:Профессионал, версия 8.x №ПЕРП800000610 выдан 10.03.2015)",""
468,Да,500,"06.04.2022 10:08:17",218762,2014,"1С:Документооборот (1C:Профессионал, версия 8.x №ПДО80004409 выдан 27.08.2014)",""
468,Да,500,"06.04.2022 10:08:17",218763,2010,"по методологии подсистемы «Управление производством» в прикладных решениях на платформе «1С:Предприятие 8» (1С:Специалист, версия 8.x №CS077883 выдан 19.03.2010)",""
468,Да,500,"06.04.2022 10:08:17",218764,2009,"по конфигурированию подсистем расчета зарплаты и управления персоналом в прикладных решениях «1С:Предприятие 8» (1С:Специалист, версия 8.x №CS069711 выдан 02.03.2009)",""
468,Да,500,"06.04.2022 10:08:17",218765,2009,"1С: Профессионал на знание возможностей и особенностей применения типовой конфигурации «Управление производственным предприятием» системы программ 1С Предприятие 8.0 (1C:Профессионал, версия 8.x №ПУПП800010727 выдан 06.08.2009",""
468,Да,500,"06.04.2022 10:08:17",218766,2008,"1С: Профессионал на знание особенностей и применение программы «1С: Зарплата и управление персоналом» (1C:Профессионал, версия 8.x №ПУП80010311 выдан 05.11.2008)",""
468,Да,500,"06.04.2022 10:08:17",218767,2008,"Платформа 8.х (1С:Специалист, версия 8.x №CS061254 выдан 28.02.2008)",""
468,Да,500,"06.04.2022 10:08:17",218768,2008,"По конфигурированию и внедрению бухгалтерской подсистемы в прикладных решениях «1С:Предприятия 8» (1С:Специалист, версия 8.x №CS065497 выдан 12.09.2008)",""
429,Да,500,"05.04.2022 16:46:10",218311,2007,Microsoft Dynamics AX Financials,""
468,Да,500,"06.04.2022 10:08:17",218769,2008,"1С:Профессионал на знание особенностей и применение программы «1С:Бухгалтерия 8» (1C:Профессионал, версия 8.x №ПБ80018234 выдан 14.03.2008)",""
468,Да,500,"06.04.2022 10:08:17",218770,2007,"Платформа 1С:Предприятие 8.1 (1C:Профессионал, версия 8.x №ПП880021784 выдан 22.11.2007)",""
468,Да,500,"06.04.2022 10:08:17",218771,2006,"1с Торговля и склад оперативный учет (1С:Специалист, версия 7.7 №CS049879 выдан 15.12.2006)",""
468,Да,500,"06.04.2022 10:08:17",218772,2006,"«1С:Торговля и Склад 7.7» (1C:Профессионал, версия 7.7 №ПТ77009671 выдан 07.08.2006)",""
983,Да,500,"06.04.2022 10:07:23",218746,2018,"MB6-894 Development, Extensions and Deployment for Microsoft Dynamics 365 for Finance and Operations",""
474,Да,500,"06.04.2022 10:06:05",218732,2002,Microsoft Dynamics NAV Financials,""
474,Да,500,"06.04.2022 10:06:04",218726,2015,Microsoft Dynamics AX Financials,""
474,Да,500,"06.04.2022 10:06:04",218727,2011,Microsoft Dynamics NAV Installation & Configuration,""
474,Да,500,"06.04.2022 10:06:04",218728,2005,Microsoft Dynamics AX Financials,""
474,Да,500,"06.04.2022 10:06:04",218729,2004,Microsoft Dynamics AX Trade & Logistics,""
474,Да,500,"06.04.2022 10:06:04",218730,2002,Microsoft Dynamics NAV Overview,""
474,Да,500,"06.04.2022 10:06:04",218731,2002,Microsoft Dynamics NAV Financial Management,""
571,Да,500,"06.04.2022 10:02:10",218678,2021,Microsoft Dynamics 365: Core Finance and Operations,""
571,Да,500,"06.04.2022 10:02:10",218679,2019,"Development, Extensions and Deployment for Microsoft Dynamics 365 for Finance and Operations",""
724,Да,500,"06.04.2022 09:57:37",218666,2015,"1С: Управление торговлей 11.1 Специалист-Консультант",""
724,Да,500,"06.04.2022 09:57:37",218667,2015,БИТ.Финанс МСФО,""
724,Да,500,"06.04.2022 09:57:37",218668,2014,БИТ.Финанс Бюджетирование и Казначейство,""
724,Да,500,"06.04.2022 09:57:37",218669,2013,Business Studio: Проектирование бизнес-архитектуры компании,""
724,Да,500,"06.04.2022 09:57:37",218670,2013,"1С: Бухгалтерия Предприятия 3.0 Профессионал",""
105,Да,500,"06.04.2022 09:56:03",218638,2008,Microsoft Dynamics AX Development Introduction,""
105,Да,500,"06.04.2022 09:56:03",218639,2008,Microsoft Dynamics AX Programming,""
564,Да,500,"06.04.2022 09:52:36",218632,2015,Microsoft Dynamics AX Development Introduction,""
1093,Да,500,"06.04.2022 09:49:31",218610,2015,"1С: Профессионал Платформа",""
1093,Да,500,"06.04.2022 09:49:31",218611,2011,"1С: Профессионал Бухгалтерия",""
1285,Да,500,"06.04.2022 09:48:59",218600,2018,WMS Логистика. Управление складом / 1С:Профессионал,""
142,Да,500,"05.04.2022 17:26:25",218517,2019,MB6-896 Distribution and Trade in Microsoft Dynamics 365 for Finance and Operations,""
142,Да,500,"05.04.2022 17:26:25",218518,2013,Microsoft Dynamics AX Trade & Logistics,""
142,Да,500,"05.04.2022 17:26:25",218519,2011,Microsoft Dynamics AX Trade & Logistics,""
63,Да,500,"05.04.2022 17:25:24",218496,2012,MCC Award,""
63,Да,500,"05.04.2022 17:25:24",218497,2011,"Microsoft® Certified Technology Specialist: SharePoint® 2010, Application Development",""
63,Да,500,"05.04.2022 17:25:24",218498,2011,"Microsoft® Certified Technology Specialist: SharePoint® 2010, Configuration",""
63,Да,500,"05.04.2022 17:25:24",218499,2009,"Microsoft® Certified Technology Specialist: SharePoint® 2007, Configuration",""
558,Да,500,"05.04.2022 17:24:13",218474,2007,"1С Специалист по платформе",""
558,Да,500,"05.04.2022 17:24:12",218472,2008,"1С Специалист ЗУП",""
558,Да,500,"05.04.2022 17:24:12",218473,2008,"1С Специалист-консультант ЗУП",""
314,Да,500,"05.04.2022 17:22:52",218458,2015,Обучение по программе Менеджер IT проектов Санкт-Петербургский Международный Институт Менеджмента (ИМИСП),""
314,Да,500,"05.04.2022 17:22:52",218459,2012,Сертификат «1С:Профессионал» «1С:Зарплата и управление персоналом 8»,""
314,Да,500,"05.04.2022 17:22:52",218460,2012,Сертификат «1С:Профессионал» «1С:Зарплата и кадры бюджетного учреждения 8»,""
314,Да,500,"05.04.2022 17:22:52",218461,2012,Сертификат «1С:Профессионал» «1С:Управление торговлей 8»,""
314,Да,500,"05.04.2022 17:22:52",218462,2010,Сертификат «1С:Профессионал» «1С:Зарплата и кадры 7.7»,""
218,Да,500,"05.04.2022 17:21:47",218436,2016,Профессионал по 1С ERP 2.1,""
1368,Да,500,"05.04.2022 17:20:18",218423,2013,"1С:Эксперт по технологическим вопросам",""
1368,Да,500,"05.04.2022 17:20:18",218424,2010,"1С:Специалист по управлению торговлей",""
1368,Да,500,"05.04.2022 17:20:18",218425,2009,"1С:Специалист по платформе",""
36,Да,500,"05.04.2022 17:17:29",218383,2011,Managing Microsoft Dynamics Implementations,""
36,Да,500,"05.04.2022 17:17:29",218384,2010,Microsoft Dynamics AX Trade & Logistics,""
36,Да,500,"05.04.2022 17:17:29",218385,2008,Microsoft Dynamics AX Financials,""
36,Да,500,"05.04.2022 17:17:29",218386,2007,Microsoft Dynamics AX Financials,""
826,Да,500,"05.04.2022 17:16:45",218368,2012,Microsoft Dynamics AX Trade & Logistics,""
619,Да,500,"05.04.2022 17:16:05",218348,2017,"1С:Профессионал «1С:ERP»",""
619,Да,500,"05.04.2022 17:16:05",218349,2012,БИТ:Профессионал «БИТ.Финанс»,""
619,Да,500,"05.04.2022 17:16:05",218350,2012,БИТ:Специалист-консультант «БИТ.Финанс»,""
619,Да,500,"05.04.2022 17:16:05",218351,2011,"1С:Профессионал «1С:Бухгалтерия 8»",""
619,Да,500,"05.04.2022 17:16:05",218352,2011,"1С:Специалист-консультант «1С:Бухгалтерия 8»",""
126,Да,500,"05.04.2022 17:14:26",218326,2000,"1С:Предприятие 7.7",""
429,Да,500,"05.04.2022 16:46:10",218312,2007,Microsoft Dynamics AX Trade & Logistics,""
653,Да,500,"05.04.2022 16:43:46",218255,2019,"1С Профессионал «Документооборот»",""
653,Да,500,"05.04.2022 16:43:46",218256,2018,"1С Профессионал на знание основных механизмов и возможностей платформы 1С:Предприятия 8",""
653,Да,500,"05.04.2022 16:43:46",218257,2014,"1С Профессионал «Бухгалтерия 8»",""
653,Да,500,"05.04.2022 16:43:46",218258,2013,"1С Профессионал «Зарплата и управление персоналом»",""
653,Да,500,"05.04.2022 16:43:46",218259,2013,"1С Специалист-консультант ""Зарплата и управление персоналом""",""
653,Да,500,"05.04.2022 16:43:46",218260,2012,"1С Профессионал «Зарплата и кадры БУ»",""
653,Да,500,"05.04.2022 16:43:46",218261,2011,"1С Профессионал «Бухгалтерский учет БГУ»",""
494,Да,500,"05.04.2022 16:40:01",218236,2015,"1С:Эксперт по технологическим вопросам",""
494,Да,500,"05.04.2022 16:40:01",218237,2009,"1С:Cпециалист по платформе 8.2",""
250,Да,500,"05.04.2022 16:37:34",218202,2008,Microsoft Dynamics AX Financials,""
236,Да,500,"05.04.2022 16:36:46",218169,2004,Microsoft Dynamics AX Financials,""
236,Да,500,"05.04.2022 16:36:46",218170,2004,Microsoft Dynamics AX Trade & Logistics,""
236,Да,500,"05.04.2022 16:36:46",218171,2004,Microsoft Dynamics AX General Application Test,""
431,Да,500,"05.04.2022 16:35:36",218151,2014,Microsoft Dynamics AX Trade & Logistics,""
630,Да,500,"05.04.2022 16:34:36",218136,2016,Специалист 1С:ERP Бюджетирование,""
630,Да,500,"05.04.2022 16:34:36",218137,2012,Специалист 1С:УПП,""
556,Да,500,"05.04.2022 16:30:03",218095,2017,Microsoft Dynamics AX Financials,""
556,Да,500,"05.04.2022 16:30:03",218096,2017,Microsoft Dynamics AX Trade & Logistics,""
1204,Да,500,"05.04.2022 16:28:48",218081,2013,"SharePoint 2010, Application Development",""
1204,Да,500,"05.04.2022 16:28:48",218082,2012,Microsoft Dynamics AX MorphX Solution Development,""
1204,Да,500,"05.04.2022 16:28:48",218083,2012,Microsoft Dynamics AX Development Introduction,""
1204,Да,500,"05.04.2022 16:28:48",218084,2012,Microsoft Dynamics AX Trade & Logistics,""
167,Да,500,"05.04.2022 16:26:54",218069,2018,Слушатель курса: Управление выбором подчинённых: синхронизация ключевых парадигм,""
167,Да,500,"05.04.2022 16:26:54",218070,2011,Managing Microsoft Dynamics Implementations,""
167,Да,500,"05.04.2022 16:26:54",218071,2008,Microsoft Dynamics AX Financials,""
167,Да,500,"05.04.2022 16:26:54",218072,2005,Microsoft Dynamics AX Trade & Logistics,""
538,Да,500,"05.04.2022 16:26:03",218019,2005,Microsoft Dynamics AX Production,""
538,Да,500,"05.04.2022 16:26:03",218020,2005,Microsoft Dynamics AX Projects,""
538,Да,500,"05.04.2022 16:26:03",218021,2004,Microsoft Dynamics AX Financials,""
538,Да,500,"05.04.2022 16:26:03",218022,2003,Microsoft Dynamics AX Trade & Logistics,""
538,Да,500,"05.04.2022 16:26:03",218023,2001,Microsoft Dynamics AX General Application Test,""
538,Да,500,"05.04.2022 16:26:03",218024,2001,Microsoft Dynamics AX Programming,""
107,Да,500,"05.04.2022 16:23:44",217990,2010,Microsoft Dynamics AX Trade & Logistics,""
107,Да,500,"05.04.2022 16:23:44",217991,2008,Microsoft Dynamics AX Financials,""
107,Да,500,"05.04.2022 16:23:44",217992,2007,Microsoft Dynamics AX Trade & Logistics,""
479,Да,500,"05.04.2022 16:20:56",217930,2011,Microsoft Dynamics AX Trade & Logistics,""
479,Да,500,"05.04.2022 16:20:56",217931,2011,Microsoft Dynamics AX Production,""
186,Да,500,"05.04.2022 16:12:43",217908,2007,Microsoft Dynamics AX Financials,""
186,Да,500,"05.04.2022 16:12:43",217909,2006,Microsoft Dynamics AX Trade & Logistics,""
648,Да,500,"05.04.2022 16:11:30",217889,2010,Microsoft Dynamics AX Development Introduction,""
648,Да,500,"05.04.2022 16:11:30",217890,2008,Microsoft Dynamics AX Development Introduction,""
648,Да,500,"05.04.2022 16:11:30",217891,2005,Microsoft Dynamics AX Programming,""
2793,Да,500,"05.04.2022 16:08:24",217847,2012,"1С:Специалист. Платформа 1С:Предприятие 8",""
2793,Да,500,"05.04.2022 16:08:24",217848,2012,"1С:Профессионал по технологическим вопросам",""
1180,Да,500,"05.04.2022 16:07:41",217839,2016,"Администрирование, разработка и сопровождение WMS LVS Ant Technologies, MS SQL Server",""
1180,Да,500,"05.04.2022 16:07:41",217840,2010,"Интеграция, разработка и сопровождение автоматизированной информационной системы (АИС ГКН), ORACLE",""
2831,Да,500,"05.04.2022 16:06:51",217830,2016,"1С:Профессионал. Бухгалтерия 8 - ПБ80069099",""
2831,Да,500,"05.04.2022 16:06:51",217831,2015,"1С:Профессионал. Бухгалтерия государственного учреждения 8 - ПБГУ8006209",""
2831,Да,500,"05.04.2022 16:06:51",217832,2015,"1С:Специалист-консультант. БГУ 8 - CS106460",""
863,Да,500,"05.04.2022 16:06:15",217804,2010,"1С Специалист: УПП",""
863,Да,500,"05.04.2022 16:06:15",217805,2006,"1С Специалист: ЗУП",""
863,Да,500,"05.04.2022 16:06:15",217806,2005,"1С Специалист: Управление торговлей",""
